"day","year","Adoxophyes_honmai"
227,1997,17
232,1997,6
237,1997,126
242,1997,267
248,1997,178
253,1997,60
258,1997,2
263,1997,17
268,1997,20
273,1997,10
278,1997,16
283,1997,31
288,1997,105
293,1997,31
298,1997,62
303,1997,0
309,1997,9
314,1997,2
319,1997,15
324,1997,2
329,1997,0
334,1997,1
64,1998,0
69,1998,0
74,1998,2
79,1998,0
84,1998,0
89,1998,60
95,1998,6
100,1998,51
105,1998,65
110,1998,80
115,1998,62
120,1998,17
125,1998,2
130,1998,4
135,1998,1
140,1998,29
145,1998,151
150,1998,212
156,1998,302
161,1998,128
166,1998,43
171,1998,12
176,1998,4
181,1998,10
186,1998,45
191,1998,139
196,1998,178
201,1998,57
206,1998,39
211,1998,54
217,1998,27
222,1998,16
227,1998,45
232,1998,91
237,1998,102
242,1998,119
248,1998,42
253,1998,17
258,1998,17
263,1998,5
268,1998,41
273,1998,13
278,1998,35
283,1998,19
288,1998,61
293,1998,19
298,1998,11
303,1998,11
309,1998,11
314,1998,1
319,1998,12
324,1998,6
329,1998,0
334,1998,8
64,1999,1
69,1999,0
74,1999,1
79,1999,7
84,1999,34
89,1999,14
95,1999,9
100,1999,5
105,1999,25
110,1999,34
115,1999,37
120,1999,10
125,1999,9
130,1999,6
135,1999,0
140,1999,0
145,1999,1
150,1999,10
156,1999,26
161,1999,108
166,1999,135
171,1999,80
176,1999,36
181,1999,14
186,1999,4
191,1999,7
196,1999,75
201,1999,119
206,1999,75
211,1999,34
217,1999,13
222,1999,16
227,1999,9
232,1999,31
237,1999,66
242,1999,68
248,1999,45
253,1999,27
258,1999,30
263,1999,21
268,1999,20
273,1999,18
278,1999,6
283,1999,8
288,1999,15
293,1999,0
298,1999,4
303,1999,13
309,1999,3
314,1999,4
319,1999,2
324,1999,2
329,1999,2
334,1999,0
64,2000,0
69,2000,0
74,2000,0
79,2000,0
84,2000,0
89,2000,4
95,2000,0
100,2000,3
105,2000,3
110,2000,14
115,2000,7
120,2000,8
125,2000,9
130,2000,17
135,2000,2
140,2000,0
145,2000,5
150,2000,0
156,2000,0
161,2000,21
166,2000,42
171,2000,115
176,2000,126
181,2000,45
186,2000,11
191,2000,2
196,2000,5
201,2000,6
206,2000,8
211,2000,13
217,2000,21
222,2000,6
227,2000,5
232,2000,3
237,2000,2
242,2000,1
248,2000,8
253,2000,5
258,2000,5
263,2000,12
268,2000,10
273,2000,8
278,2000,4
283,2000,0
288,2000,0
293,2000,3
298,2000,8
303,2000,4
309,2000,14
314,2000,7
319,2000,0
324,2000,0
329,2000,0
334,2000,0
64,2001,0
69,2001,0
74,2001,1
79,2001,2
84,2001,0
89,2001,0
95,2001,1
100,2001,9
105,2001,0
110,2001,19
115,2001,16
120,2001,40
125,2001,18
130,2001,9
135,2001,0
140,2001,0
145,2001,4
150,2001,1
156,2001,5
161,2001,36
166,2001,49
171,2001,44
176,2001,41
181,2001,9
186,2001,4
191,2001,0
196,2001,13
201,2001,66
206,2001,118
211,2001,85
217,2001,20
222,2001,13
227,2001,2
232,2001,6
237,2001,28
242,2001,78
248,2001,85
253,2001,165
258,2001,23
263,2001,26
268,2001,0
273,2001,3
278,2001,8
283,2001,13
288,2001,14
293,2001,12
298,2001,28
303,2001,23
309,2001,10
314,2001,2
319,2001,1
324,2001,0
329,2001,0
334,2001,5
64,2002,1
69,2002,0
74,2002,0
79,2002,4
84,2002,0
89,2002,7
95,2002,10
100,2002,16
105,2002,23
110,2002,10
115,2002,25
120,2002,17
125,2002,14
130,2002,0
135,2002,1
140,2002,1
145,2002,4
150,2002,80
156,2002,100
161,2002,116
166,2002,160
171,2002,21
176,2002,55
181,2002,13
186,2002,4
191,2002,13
196,2002,16
201,2002,112
206,2002,191
211,2002,135
217,2002,47
222,2002,5
227,2002,8
232,2002,17
237,2002,74
242,2002,139
248,2002,141
253,2002,101
258,2002,59
263,2002,20
268,2002,18
273,2002,18
278,2002,17
283,2002,11
288,2002,17
293,2002,30
298,2002,17
303,2002,12
309,2002,0
314,2002,1
319,2002,7
324,2002,3
329,2002,3
334,2002,2
64,2003,0
69,2003,1
74,2003,0
79,2003,1
84,2003,0
89,2003,5
95,2003,6
100,2003,4
105,2003,18
110,2003,34
115,2003,29
120,2003,16
125,2003,48
130,2003,12
135,2003,2
140,2003,0
145,2003,1
150,2003,5
156,2003,39
161,2003,115
166,2003,224
171,2003,168
176,2003,62
181,2003,26
186,2003,8
191,2003,5
196,2003,25
201,2003,29
206,2003,124
211,2003,54
217,2003,21
222,2003,17
227,2003,5
232,2003,16
237,2003,31
242,2003,90
248,2003,62
253,2003,42
258,2003,41
263,2003,29
268,2003,18
273,2003,12
278,2003,15
283,2003,17
288,2003,22
293,2003,3
298,2003,7
303,2003,6
309,2003,14
314,2003,19
319,2003,1
324,2003,8
329,2003,2
334,2003,4
64,2004,0
69,2004,2
74,2004,4
79,2004,4
84,2004,2
89,2004,0
95,2004,0
100,2004,10
105,2004,21
110,2004,16
115,2004,41
120,2004,18
125,2004,8
130,2004,11
135,2004,4
140,2004,1
145,2004,2
150,2004,17
156,2004,39
161,2004,132
166,2004,144
171,2004,35
176,2004,87
181,2004,15
186,2004,2
191,2004,4
196,2004,14
201,2004,70
206,2004,236
211,2004,179
217,2004,54
222,2004,20
227,2004,6
232,2004,21
237,2004,23
242,2004,35
248,2004,29
253,2004,0
258,2004,12
263,2004,8
268,2004,12
273,2004,5
278,2004,5
283,2004,7
288,2004,3
293,2004,3
298,2004,14
303,2004,31
309,2004,6
314,2004,11
319,2004,4
324,2004,4
329,2004,5
334,2004,0
64,2005,0
69,2005,0
74,2005,1
79,2005,0
84,2005,0
89,2005,0
95,2005,0
100,2005,25
105,2005,7
110,2005,16
115,2005,9
120,2005,119
125,2005,76
130,2005,38
135,2005,24
140,2005,0
145,2005,5
150,2005,1
156,2005,3
161,2005,36
166,2005,241
171,2005,577
176,2005,685
181,2005,279
186,2005,87
191,2005,26
196,2005,10
201,2005,83
206,2005,507
211,2005,1674
217,2005,605
222,2005,76
227,2005,29
232,2005,9
237,2005,7
242,2005,22
248,2005,34
253,2005,134
258,2005,121
263,2005,144
268,2005,67
273,2005,29
278,2005,28
283,2005,12
288,2005,23
293,2005,16
298,2005,25
303,2005,38
309,2005,25
314,2005,20
319,2005,13
324,2005,4
329,2005,1
334,2005,24
64,2006,0
69,2006,0
74,2006,2
79,2006,0
84,2006,1
89,2006,1
95,2006,0
100,2006,9
105,2006,28
110,2006,15
115,2006,54
120,2006,70
125,2006,41
130,2006,28
135,2006,6
140,2006,2
145,2006,0
150,2006,1
156,2006,25
161,2006,75
166,2006,389
171,2006,804
176,2006,491
181,2006,234
186,2006,27
191,2006,0
196,2006,18
201,2006,46
206,2006,426
211,2006,232
217,2006,55
222,2006,20
227,2006,3
232,2006,3
237,2006,37
242,2006,132
248,2006,143
253,2006,71
258,2006,75
263,2006,49
268,2006,15
273,2006,5
278,2006,25
283,2006,5
288,2006,23
293,2006,43
298,2006,24
303,2006,26
309,2006,9
314,2006,16
319,2006,18
324,2006,4
329,2006,6
334,2006,1
64,2007,3
69,2007,0
74,2007,0
79,2007,0
84,2007,4
89,2007,12
95,2007,2
100,2007,10
105,2007,36
110,2007,55
115,2007,31
120,2007,21
125,2007,17
130,2007,11
135,2007,1
140,2007,4
145,2007,3
150,2007,4
156,2007,12
161,2007,54
166,2007,123
171,2007,142
176,2007,50
181,2007,25
186,2007,4
191,2007,0
196,2007,11
201,2007,117
206,2007,127
211,2007,109
217,2007,61
222,2007,7
227,2007,3
232,2007,7
237,2007,144
242,2007,700
248,2007,468
253,2007,327
258,2007,120
263,2007,19
268,2007,24
273,2007,30
278,2007,38
283,2007,275
288,2007,199
293,2007,458
298,2007,560
303,2007,446
309,2007,113
314,2007,40
319,2007,1
324,2007,1
329,2007,0
334,2007,2
64,2008,0
69,2008,0
74,2008,0
79,2008,0
84,2008,2
89,2008,4
95,2008,6
100,2008,47
105,2008,72
110,2008,57
115,2008,179
120,2008,196
125,2008,157
130,2008,159
135,2008,25
140,2008,29
145,2008,11
150,2008,6
156,2008,24
161,2008,254
166,2008,375
171,2008,1482
176,2008,2252
181,2008,1275
186,2008,311
191,2008,80
196,2008,1
201,2008,28
206,2008,441
211,2008,1803
217,2008,1868
222,2008,745
227,2008,41
232,2008,12
237,2008,12
242,2008,14
248,2008,118
253,2008,211
258,2008,566
263,2008,80
268,2008,127
273,2008,12
278,2008,22
283,2008,3
288,2008,4
293,2008,23
298,2008,48
303,2008,49
309,2008,54
314,2008,23
319,2008,12
324,2008,5
329,2008,1
334,2008,0
64,2009,3
69,2009,0
74,2009,0
79,2009,15
84,2009,0
89,2009,0
95,2009,28
100,2009,42
105,2009,16
110,2009,65
115,2009,17
120,2009,2
125,2009,63
130,2009,20
135,2009,14
140,2009,3
145,2009,8
150,2009,2
156,2009,29
161,2009,155
166,2009,212
171,2009,345
176,2009,166
181,2009,86
186,2009,16
191,2009,4
196,2009,13
201,2009,71
206,2009,148
211,2009,524
217,2009,73
222,2009,11
227,2009,2
232,2009,2
237,2009,2
242,2009,57
248,2009,79
253,2009,260
258,2009,239
263,2009,61
268,2009,61
273,2009,7
278,2009,16
283,2009,6
288,2009,10
293,2009,29
298,2009,5
303,2009,23
309,2009,22
314,2009,47
319,2009,15
324,2009,2
329,2009,11
334,2009,23
64,2010,9
69,2010,4
74,2010,6
79,2010,2
84,2010,17
89,2010,3
95,2010,9
100,2010,52
105,2010,15
110,2010,62
115,2010,21
120,2010,4
125,2010,122
130,2010,71
135,2010,3
140,2010,4
145,2010,7
150,2010,11
156,2010,15
161,2010,30
166,2010,263
171,2010,375
176,2010,230
181,2010,111
186,2010,21
191,2010,5
196,2010,11
201,2010,71
206,2010,457
211,2010,552
217,2010,194
222,2010,4
227,2010,21
232,2010,13
237,2010,100
242,2010,404
248,2010,911
253,2010,1001
258,2010,188
263,2010,33
268,2010,16
273,2010,16
278,2010,24
283,2010,57
288,2010,73
293,2010,95
298,2010,197
303,2010,70
309,2010,12
314,2010,12
319,2010,10
324,2010,1
329,2010,4
334,2010,1
64,2011,0
69,2011,0
74,2011,0
79,2011,2
84,2011,0
89,2011,0
95,2011,1
100,2011,2
105,2011,28
110,2011,10
115,2011,21
120,2011,62
125,2011,51
130,2011,219
135,2011,43
140,2011,16
145,2011,13
150,2011,9
156,2011,0
161,2011,8
166,2011,36
171,2011,121
176,2011,282
181,2011,235
186,2011,45
191,2011,9
196,2011,2
201,2011,1
206,2011,11
211,2011,55
217,2011,82
222,2011,202
227,2011,24
232,2011,8
237,2011,3
242,2011,3
248,2011,9
253,2011,9
258,2011,22
263,2011,45
268,2011,42
273,2011,35
278,2011,12
283,2011,20
288,2011,25
293,2011,5
298,2011,12
303,2011,13
309,2011,7
314,2011,5
319,2011,9
324,2011,5
329,2011,0
334,2011,10
